DateTime,gate_count,gate_open,flow
06/11/2010 07:00,5,9.99987792969,9.44072532654
06/11/2010 08:00,5,9.99987792969,9.43898487091
06/11/2010 09:00,5,9.99987792969,9.46792125702
06/11/2010 10:00,5,9.99987792969,9.51086902618
06/11/2010 11:00,5,9.99987792969,9.48868274689
06/11/2010 12:00,5,9.99987792969,9.327085495
06/11/2010 13:00,5,9.99987792969,9.04463672638
06/11/2010 14:00,5,9.99987792969,8.59306907654
06/11/2010 15:00,5,9.99987792969,8.14658927917
06/11/2010 16:00,5,9.99987792969,7.58407115936
06/11/2010 17:00,5,9.99987792969,7.01661872864
06/11/2010 18:00,5,9.99987792969,6.48634624481
06/11/2010 19:00,5,9.99987792969,5.87984323502
06/11/2010 20:00,5,9.99987792969,5.36534690857
06/11/2010 21:00,5,9.99987792969,4.96267175674
06/11/2010 22:00,5,9.99987792969,4.5743227005
06/11/2010 23:00,5,9.99987792969,4.21757411957
07/11/2010 00:00,5,9.99987792969,3.88741803169
07/11/2010 01:00,5,9.99987792969,3.57665038109
07/11/2010 02:00,5,9.99987792969,3.28108429909
07/11/2010 03:00,5,9.99987792969,3.00209784508
07/11/2010 04:00,5,9.99987792969,2.74205565453
07/11/2010 05:00,5,9.99987792969,2.50190472603
07/11/2010 06:00,5,9.99987792969,2.28144931793
07/11/2010 07:00,5,9.99987792969,2.08049654961
07/11/2010 08:00,5,9.99987792969,1.89782118797
07/11/2010 09:00,5,9.99987792969,1.73215723038
07/11/2010 10:00,5,9.99987792969,1.58251559734
07/11/2010 11:00,5,9.99987792969,1.44799184799
07/11/2010 12:00,5,9.99987792969,1.32696759701
07/11/2010 13:00,5,9.99987792969,1.21833193302
07/11/2010 14:00,5,9.99987792969,1.12060451508
07/11/2010 15:00,5,9.99987792969,1.03279840946
07/11/2010 16:00,5,9.99987792969,0.953721344471
07/11/2010 17:00,5,9.99987792969,0.882541000843
07/11/2010 18:00,5,9.99987792969,0.818319141865
07/11/2010 19:00,5,9.99987792969,0.760211884975
07/11/2010 20:00,5,9.99987792969,0.707677781582
07/11/2010 21:00,5,9.99987792969,0.659794270992
07/11/2010 22:00,5,9.99987792969,0.616250097752
07/11/2010 23:00,5,9.99987792969,0.576662898064
08/11/2010 00:00,5,9.99987792969,0.540551900864
08/11/2010 01:00,5,9.99987792969,0.507788658142
08/11/2010 02:00,5,9.99987792969,0.477456182241
08/11/2010 03:00,5,9.99987792969,0.449908494949
08/11/2010 04:00,5,9.99987792969,0.424322426319
08/11/2010 05:00,5,9.99987792969,0.401090472937
08/11/2010 06:00,5,9.99987792969,0.379418849945
